Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1044010,4,3,10,2,4,1,4,4,0,2,2,5,12925,25,764.5,5,517,5.91,0.9500,0.0000,0.0500,0.0000,0.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0100,0.0300,0.9600,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.9600,0.0000
1044140,4,1,4,2,3,4,5,4,1,7,3,12,5600,17,640.5,1.42,329.41,11.44,0.7300,0.0400,0.2300,0.3000,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5630,0.2300,0.4600,0.1300,0.1800,0.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000
1044370,4,3,10,1,1,1,6,4,2,8,4,16,14850,32,1146.5,2,464.06,7.72,1.0000,0.0000,0.0000,0.0500,0.3300,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.4650,0.0300,0.3000,0.3700,0.3000,0.5700,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3700,0.0000
1045030,1,1,10,2,2,5,4,1,1,19,3,19,4650,25,619,1.32,186,13.31,0.8900,0.1000,0.0200,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.7200,0.4600,0.5400,0.0000,0.0000,0.4000,0.3100,0.1900,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000
1045060,4,3,10,2,4,1,2,2,0,1,3,6,2750,9,213.5,1.5,305.56,7.76,1.0000,0.0000,0.0000,0.0000,0.3300,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.6450,0.0300,0.6500,0.3300,0.0000,0.0000,0.0300,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.3300,0.6200
1045100,4,1,5,2,3,1,3,4,0,2,3,5,8250,26,573.5,5.2,317.31,6.95,0.9500,0.0000,0.0500,0.1900,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,0.0100,0.2400,0.7500,0.0000,0.2400,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.7500,0.0000
1045120,3,3,10,2,4,5,6,1,1,22,3,17,21400,32,2648,1.88,668.75,12.37,0.9800,0.0200,0.0000,0.0000,0.0800,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.8970,0.0600,0.6100,0.0800,0.2400,0.2900,0.5600,0.0100,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0800,0.0000
1047210,4,3,10,2,4,1,3,4,2,12,3,7,6825,25,515.5,3.57,273,7.55,1.0000,0.0000,0.0000,0.1300,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6480,0.0100,0.1500,0.2200,0.6200,0.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.2200,0.0000
1047220,3,3,10,2,4,1,4,1,1,6,3,4,6525,23,799.5,5.75,283.7,12.25,1.0000,0.0000,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.8620,0.0000,0.9100,0.0900,0.0000,0.0000,0.8600,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.0900,0.0000
1047350,4,3,10,2,4,1,8,4,1,13,8,23,26250,65,2340,2.83,403.85,8.91,1.0000,0.0000,0.0000,0.1900,0.4900,0.0100,0.0000,0.0700,0.0200,0.0100,0.0100,0.2110,0.1000,0.3200,0.5700,0.0100,0.2400,0.0400,0.0100,0.0200,0.0100,0.0000,0.0200,0.0000,0.0700,0.5700,0.0200
1047420,2,3,10,2,4,0,3,4,1,2,2,2,14350,25,818.5,12.5,574,5.7,0.9600,0.0000,0.0400,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0100,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.9900,0.0000
1047610,4,3,8,2,4,3,2,4,0,11,3,15,7125,33,1196,2.2,215.91,16.79,0.7900,0.0000,0.2100,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.9020,0.9200,0.0700,0.0000,0.0100,0.0500,0.9100,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300
1047650,4,0,0,0,3,0,0,5,0,0,2,4,1050,4,111,1,262.5,10.57,0.5000,0.0000,0.5000,0.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7140,0.2100,0.7900,0.0000,0.0000,0.7900,0.0000,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1047750,4,3,10,2,3,5,8,2,1,19,5,16,19650,46,1874.25,2.88,427.17,9.54,1.0000,0.0000,0.0000,0.4200,0.2500,0.0000,0.0700,0.0000,0.0500,0.0000,0.0000,0.2190,0.0300,0.6900,0.2600,0.0200,0.6600,0.0200,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.2600,0.0000
1047760,3,3,9,2,4,1,4,4,1,16,2,13,11450,24,1100.5,1.85,477.08,9.61,0.7400,0.2600,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.9210,0.0200,0.3600,0.0000,0.6200,0.6300,0.0000,0.0000,0.2800,0.0200,0.0000,0.0000,0.0100,0.0000,0.0000,0.0700
1047870,4,3,10,2,4,1,6,4,1,22,4,13,29350,35,3070.5,2.69,838.57,10.46,0.8400,0.0000,0.1600,0.7200,0.0200,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.2230,0.0000,0.9700,0.0200,0.0000,0.9300,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
1047980,3,0,0,0,4,0,0,5,0,0,1,1,150,1,37,1,150,24.67,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
1050050,4,3,10,2,3,3,6,4,1,19,4,10,15950,27,1031.5,2.7,590.74,6.47,0.8600,0.0200,0.1200,0.0200,0.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1870,0.0000,0.1400,0.7900,0.0700,0.1400,0.0400,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7900,0.0000
1050210,2,1,15,2,4,5,3,4,1,15,6,20,10625,44,2190,2.2,241.48,20.61,1.0000,0.0000,0.0000,0.0700,0.0000,0.0000,0.0300,0.3200,0.0100,0.0000,0.0400,0.5320,0.8400,0.1600,0.0000,0.0000,0.1100,0.1400,0.0800,0.0000,0.0600,0.0100,0.0100,0.0000,0.5800,0.0000,0.0000
1054110,3,3,17,2,2,4,8,2,2,14,4,20,25400,40,1950.5,2,635,7.68,0.9400,0.0600,0.0000,0.1900,0.3700,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.4190,0.0000,0.4200,0.3700,0.2100,0.5900,0.0100,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3700,0.0000
1054270,4,3,10,2,2,4,2,4,2,5,2,5,9000,30,579.5,6,300,6.44,1.0000,0.0000,0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.9000,0.0000
1054310,3,3,10,2,4,4,3,4,1,13,4,17,9300,31,1477.5,1.82,300,15.89,1.0000,0.0000,0.0000,0.0400,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.1000,0.8360,0.7000,0.3000,0.0000,0.0000,0.0500,0.9100,0.0000,0.0200,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000
1055060,4,3,10,2,2,5,2,4,1,18,5,24,10550,48,1498,2,219.79,14.2,0.9700,0.0000,0.0300,0.1300,0.0000,0.0100,0.0000,0.0300,0.0000,0.0000,0.0600,0.7680,0.2200,0.7600,0.0000,0.0100,0.2300,0.6200,0.0000,0.0100,0.0000,0.0000,0.0000,0.0700,0.0300,0.0000,0.0400
1055160,4,3,10,2,2,5,6,3,1,17,5,20,13075,45,1435.5,2.25,290.56,10.98,0.9300,0.0500,0.0200,0.0400,0.0000,0.0000,0.0200,0.0000,0.0000,0.3500,0.0100,0.5760,0.0900,0.7700,0.0200,0.1300,0.1900,0.3900,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
1055260,4,3,10,2,2,4,7,3,2,5,3,5,20125,25,1216,5,805,6.04,1.0000,0.0000,0.0000,0.0000,0.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0650,0.0100,0.0600,0.9300,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9300,0.0000
1055330,3,3,10,2,2,6,5,2,1,6,8,32,12300,57,1367.5,1.78,215.79,11.12,1.0000,0.0000,0.0000,0.3100,0.0000,0.0100,0.2700,0.0100,0.0100,0.0600,0.0100,0.3350,0.0500,0.9100,0.0200,0.0200,0.6900,0.2000,0.0600,0.0300,0.0000,0.0000,0.0100,0.0000,0.0100,0.0000,0.0000
1057150,4,3,10,2,4,1,8,2,2,7,2,4,5375,10,388.5,2.5,537.5,7.23,0.9600,0.0000,0.0400,0.0000,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3300,0.0900,0.1400,0.7700,0.0000,0.0000,0.1400,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.7700,0.0000
1057280,2,3,10,2,3,5,4,4,1,40,2,10,11300,34,1166.5,3.4,332.35,10.32,0.9700,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7600,0.0000,0.2390,0.0900,0.9100,0.0000,0.0000,0.0500,0.0000,0.8500,0.0300,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
1057410,4,3,10,2,3,3,8,3,0,2,3,17,13950,31,1290.5,1.82,450,9.25,1.0000,0.0000,0.0000,0.1800,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4980,0.0100,0.6600,0.3200,0.0100,0.2400,0.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000
1057500,3,3,4,2,3,4,5,2,1,10,3,12,16100,27,1549,2.25,596.3,9.62,0.9100,0.0000,0.0900,0.2900,0.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4190,0.0000,0.7100,0.2900,0.0000,0.4400,0.0400,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2900,0.0400
1057510,4,3,10,2,3,4,8,2,1,13,3,10,24560,46,1951,4.6,533.91,7.94,0.9800,0.0000,0.0200,0.1300,0.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5280,0.1800,0.1600,0.3400,0.3300,0.4800,0.0000,0.0000,0.0000,0.1800,0.0000,0.0000,0.0000,0.0000,0.3400,0.0000
1057550,4,3,17,2,3,3,9,3,0,7,4,24,16225,33,1488,1.38,491.67,9.17,0.7400,0.2300,0.0200,0.0200,0.1100,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.8180,0.1700,0.7000,0.1100,0.0200,0.7200,0.0000,0.0500,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100,0.0500
1057580,4,3,10,2,2,3,5,2,2,11,3,21,11775,35,1058.5,1.67,336.43,8.99,0.9500,0.0500,0.0000,0.1200,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8170,0.2700,0.2000,0.1300,0.4000,0.5500,0.0300,0.0800,0.0000,0.1900,0.0000,0.0000,0.0000,0.0000,0.1300,0.0300
1057800,4,3,8,2,2,4,5,4,1,15,5,23,16975,44,1649,1.91,385.8,9.71,0.9000,0.1000,0.0000,0.0400,0.0000,0.0100,0.0400,0.0000,0.0400,0.0000,0.0000,0.8850,0.0600,0.7000,0.0200,0.2200,0.8000,0.1000,0.0000,0.0500,0.0000,0.0000,0.0400,0.0000,0.0000,0.0200,0.0000
1057930,4,3,5,2,1,5,7,1,1,27,5,34,19425,55,3079.5,1.62,353.18,15.85,0.9400,0.0200,0.0400,0.0200,0.0000,0.0000,0.0200,0.0800,0.0000,0.0000,0.1400,0.7340,0.5500,0.3700,0.0200,0.0600,0.1500,0.5100,0.0500,0.0100,0.0500,0.0200,0.0000,0.0100,0.1800,0.0200,0.0100
1058000,4,3,15,2,3,4,5,3,1,11,4,11,11450,28,1179,2.55,408.93,10.3,0.9500,0.0000,0.0500,0.1400,0.0000,0.0000,0.0000,0.0000,0.0100,0.0700,0.0000,0.7770,0.0300,0.9700,0.0000,0.0000,0.8900,0.0000,0.0700,0.0000,0.0300,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000
1058010,3,3,15,2,2,5,4,1,1,13,4,30,12000,62,1331,2.07,193.55,11.09,0.9100,0.0500,0.0400,0.0400,0.0000,0.0000,0.0000,0.0000,0.0100,0.1200,0.0000,0.8350,0.1200,0.7000,0.0200,0.1700,0.4000,0.0300,0.4200,0.0600,0.0800,0.0000,0.0100,0.0000,0.0000,0.0200,0.0000
1058190,4,3,10,2,2,5,5,2,1,8,3,18,9950,43,834.5,2.39,231.4,8.39,0.7800,0.1300,0.0800,0.0500,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8140,0.1700,0.1900,0.1400,0.5100,0.5700,0.0000,0.0000,0.0500,0.1700,0.0000,0.0000,0.0000,0.0000,0.1400,0.0700
1058350,4,3,10,2,2,1,5,2,0,4,3,5,16800,24,1067.5,4.8,700,6.35,1.0000,0.0000,0.0000,0.1300,0.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.1300,0.8400,0.0300,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,0.0000
1058370,3,1,10,2,3,4,4,3,1,7,4,12,14375,36,1382,3,399.31,9.61,1.0000,0.0000,0.0000,0.1700,0.2300,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.5060,0.2300,0.5400,0.2300,0.0000,0.4500,0.0000,0.1000,0.0000,0.2200,0.0000,0.0000,0.0100,0.0000,0.2300,0.0000
1060050,3,3,10,1,4,3,4,4,1,14,4,16,15050,26,1570.5,1.63,578.85,10.44,1.0000,0.0000,0.0000,0.0000,0.1200,0.1400,0.2500,0.0000,0.0000,0.0000,0.0000,0.4880,0.0200,0.8200,0.1600,0.0000,0.4000,0.2800,0.0000,0.1400,0.0200,0.0000,0.0000,0.0000,0.0000,0.1600,0.0000
1060130,2,3,5,2,4,2,4,4,1,25,2,15,19400,59,1524.5,3.93,328.81,7.86,0.4800,0.4200,0.1000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7990,0.2500,0.0600,0.2200,0.4700,0.5800,0.0300,0.0000,0.0000,0.1900,0.0000,0.0000,0.0000,0.0000,0.2100,0.0000
1060150,4,2,10,2,4,1,5,4,1,17,3,17,21150,22,2012,1.29,961.36,9.51,0.6300,0.3700,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.1300,0.0000,0.0000,0.8620,0.2600,0.2400,0.0000,0.5000,0.7200,0.0600,0.0000,0.1000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0000,0.0000
1060230,3,3,10,2,3,5,5,4,1,18,4,18,9600,41,1537.5,2.28,234.15,16.02,0.9800,0.0200,0.0000,0.0400,0.0000,0.2000,0.0300,0.0000,0.0000,0.0000,0.2000,0.5210,0.7100,0.2900,0.0000,0.0000,0.0700,0.2900,0.2000,0.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1060260,4,3,10,2,3,4,8,2,1,12,5,30,14225,93,1541,3.1,152.96,10.83,0.9800,0.0200,0.0000,0.0400,0.2500,0.0300,0.0000,0.0000,0.1600,0.0000,0.0000,0.5150,0.2300,0.5000,0.2500,0.0100,0.1800,0.0400,0.1800,0.0300,0.1500,0.0000,0.1600,0.0000,0.0000,0.2500,0.0000
1060330,3,3,10,2,3,4,3,4,2,8,3,4,7650,15,459,3.75,510,6,0.9800,0.0000,0.0200,0.0000,0.9400,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0390,0.0200,0.0000,0.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.9800,0.0000
1060370,4,3,10,2,3,4,6,2,1,19,9,62,16025,138,1706,2.23,116.12,10.65,0.9500,0.0500,0.0100,0.0800,0.2000,0.0300,0.0400,0.0100,0.0100,0.1400,0.0100,0.4800,0.2900,0.4500,0.2000,0.0700,0.3300,0.0300,0.1900,0.0900,0.1300,0.0000,0.0200,0.0000,0.0100,0.2000,0.0000
1060420,4,3,10,2,4,4,5,4,1,12,5,21,8850,38,982.5,1.81,232.89,11.1,0.9800,0.0000,0.0200,0.0000,0.0200,0.0100,0.2900,0.0000,0.0000,0.0000,0.0400,0.6380,0.2100,0.7300,0.0700,0.0000,0.4800,0.3300,0.0000,0.0100,0.1100,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000
1060590,4,3,10,2,4,3,6,4,1,11,2,20,15425,43,1380.5,2.15,358.72,8.95,0.7300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.9740,0.0800,0.0400,0.0000,0.8800,0.6800,0.0000,0.0000,0.2400,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1060640,3,3,10,2,4,4,5,4,1,17,5,27,15675,88,2123.5,3.26,178.13,13.55,0.9700,0.0000,0.0300,0.0000,0.0800,0.0000,0.2700,0.0900,0.0000,0.0000,0.1500,0.4210,0.4500,0.4300,0.0900,0.0300,0.2800,0.2300,0.1500,0.0200,0.1100,0.0000,0.0000,0.0000,0.1100,0.0900,0.0000
1060650,4,1,10,2,4,3,6,4,1,13,2,9,14660,22,1540.8,2.44,666.36,10.51,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7700,0.0000,0.0000,0.0000,0.0000,0.2290,0.0500,0.9500,0.0000,0.0000,0.9500,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300
1060720,2,3,9,2,4,5,7,4,1,25,5,19,34025,96,5707,5.05,354.43,16.77,1.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.2400,0.0600,0.0000,0.0200,0.6270,0.5800,0.4200,0.0000,0.0000,0.1000,0.3800,0.0000,0.0200,0.2000,0.0000,0.0600,0.0000,0.2400,0.0000,0.0000
1060760,1,3,10,2,3,7,6,2,1,16,2,18,22900,32,2856.75,1.78,715.63,12.47,0.9700,0.0200,0.0100,0.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5200,0.2500,0.6400,0.0000,0.1000,0.8200,0.0000,0.0100,0.1400,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000
1060810,4,3,10,2,3,4,6,2,1,9,2,14,25875,45,1958,3.21,575,7.57,0.8300,0.0200,0.1500,0.0000,0.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3100,0.2200,0.0400,0.7400,0.0000,0.0300,0.0600,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.7100,0.0000
1060920,3,3,17,2,4,5,5,4,1,13,3,14,40475,27,4353,1.93,1499.07,10.75,0.9900,0.0100,0.0000,0.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3640,0.0500,0.9400,0.0000,0.0100,0.9600,0.0000,0.0000,0.0100,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000
1060980,4,1,4,2,3,4,4,4,1,13,3,17,11025,33,1482,1.94,334.09,13.44,0.9800,0.0000,0.0200,0.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.2810,0.4100,0.5600,0.0000,0.0300,0.8200,0.0000,0.1400,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000
1061080,2,3,10,2,3,5,5,2,1,22,3,17,8700,36,1179.5,2.12,241.67,13.56,0.9500,0.0500,0.0000,0.3600,0.0000,0.0000,0.0000,0.0000,0.2100,0.0000,0.0000,0.3710,0.3200,0.6800,0.0000,0.0000,0.4800,0.0100,0.0000,0.2600,0.0000,0.0300,0.2200,0.0000,0.0000,0.0000,0.0000
1061130,4,3,16,2,4,2,6,1,1,10,4,12,17950,32,2204.5,2.67,560.94,12.28,0.9400,0.0500,0.0100,0.0300,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.9760,0.7200,0.2800,0.0000,0.0000,0.0800,0.0200,0.8800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1061180,3,3,10,2,3,5,6,4,1,28,3,27,20875,65,2085.5,2.41,321.15,9.99,0.9200,0.0800,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0400,0.0000,0.0000,0.9350,0.3700,0.1800,0.0000,0.4500,0.5600,0.0300,0.1700,0.0300,0.1600,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000
1061310,2,3,10,2,4,5,5,1,1,16,6,27,17900,44,2274.75,1.63,406.82,12.71,1.0000,0.0000,0.0000,0.0300,0.0000,0.1000,0.0200,0.0100,0.0000,0.0000,0.0100,0.8410,0.1900,0.8100,0.0000,0.0000,0.1800,0.6200,0.0100,0.1000,0.0300,0.0400,0.0000,0.0100,0.0100,0.0000,0.0000
1061380,1,1,4,2,3,6,4,4,1,37,3,4,7575,19,1491,4.75,398.68,19.68,0.9400,0.0600,0.0000,0.8600,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0790,0.9500,0.0500,0.0000,0.0000,0.9100,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0600,0.0000,0.0000
1061400,3,3,10,2,3,5,4,2,1,19,5,15,7475,25,921,1.67,299,12.32,0.8700,0.1200,0.0100,0.4300,0.0200,0.0600,0.0000,0.0000,0.0000,0.0000,0.0200,0.4720,0.2600,0.6000,0.1400,0.0000,0.5500,0.0300,0.0000,0.2100,0.0000,0.0700,0.0000,0.0000,0.0000,0.1400,0.0000
1061500,4,0,0,0,1,0,0,5,0,0,1,1,4800,11,272,11,436.36,5.67,0.6300,0.0000,0.3800,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1061580,1,1,4,2,3,8,3,2,1,53,2,14,6100,32,1887,2.29,190.63,30.93,0.7700,0.1800,0.0500,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9630,0.8900,0.0900,0.0000,0.0200,0.1000,0.2200,0.0000,0.0000,0.0000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000
1061660,3,3,10,2,3,5,4,4,1,15,4,14,12100,31,1079,2.21,390.32,8.92,0.9600,0.0400,0.0000,0.0400,0.1200,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.8260,0.0300,0.6800,0.2900,0.0000,0.1000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2200,0.0000
1061700,4,3,10,2,2,5,4,1,0,1,5,23,7225,35,755.5,1.52,206.43,10.46,0.9200,0.0300,0.0500,0.2200,0.1700,0.0000,0.0000,0.0000,0.0700,0.0000,0.0400,0.4980,0.1200,0.6500,0.1700,0.0600,0.3700,0.1100,0.0600,0.0400,0.1100,0.0000,0.0700,0.0200,0.0000,0.1700,0.0500
1061730,2,1,10,2,3,2,4,2,1,14,5,17,12475,38,1366,2.24,328.29,10.95,1.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.6300,0.0000,0.0000,0.0100,0.0100,0.2750,0.1900,0.8100,0.0000,0.0000,0.7600,0.0200,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1061820,3,3,10,2,4,4,5,4,2,13,1,5,22800,24,1651,4.8,950,7.24,0.8300,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1061830,4,3,10,2,3,1,3,4,2,9,2,5,16600,24,1248.5,4.8,691.67,7.52,1.0000,0.0000,0.0000,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8920,0.0000,0.1100,0.0000,0.8900,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1061940,4,3,10,2,3,1,9,2,1,23,2,6,15300,29,958,4.83,527.59,6.26,0.6700,0.1400,0.1900,0.0000,0.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3630,0.0300,0.0000,0.6400,0.3300,0.3400,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.6400,0.0000
1062120,4,3,10,2,4,5,6,2,0,3,1,5,11900,25,1242.5,5,476,10.44,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0100,0.9900,0.0000,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000
1062220,4,3,10,2,2,4,5,2,1,4,3,17,12075,36,924.5,2.12,335.42,7.66,1.0000,0.0000,0.0000,0.2700,0.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2420,0.0200,0.3600,0.5900,0.0300,0.3700,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5900,0.0000
1062270,3,3,6,2,3,4,4,2,1,15,3,6,16400,52,3517.5,8.67,315.38,21.45,0.9800,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.3300,0.0000,0.0000,0.4600,0.2090,0.9900,0.0100,0.0000,0.0000,0.0600,0.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4900,0.0000,0.0000
1062310,4,2,10,2,3,1,5,2,0,10,2,8,10575,23,663.5,2.88,459.78,6.27,1.0000,0.0000,0.0000,0.0000,0.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2200,0.0000,0.0600,0.8900,0.0600,0.0600,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8900,0.0000
